Source,Target,Weight,July19Topic,PostDate
User0113,Post075,1,13,Nov-16
User0093,Post027,1,12,Oct-16
User0093,Post486,1,15,Oct-16
User0093,Post148,1,15,Sep-16
User0093,Post449,1,15,Sep-16
User0093,Post382,1,17,Sep-16
User0074,Post053,1,8,Dec-16
User0074,Post041,1,13,Dec-16
User0068,Post075,1,13,Nov-16
User0064,Post155,1,10,Dec-16
User0064,Post231,1,7,Nov-16
User0064,Post351,1,4,Nov-16
User0063,Post041,1,13,Dec-16
User0063,Post236,1,17,Oct-16
User0063,Post027,1,12,Oct-16
User0058,Post178,1,15,Dec-16
User0058,Post061,1,7,Dec-16
User0058,Post231,1,7,Nov-16
User0058,Post351,1,4,Nov-16
User0058,Post075,1,13,Nov-16
User1696,Post135,1,9,Dec-16
User4135,Post135,1,9,Dec-16
User0500,Post135,1,9,Dec-16
User2479,Post135,1,9,Dec-16
User1954,Post135,1,9,Dec-16
User6172,Post123,1,17,Dec-16
User3953,Post123,1,17,Dec-16
User0149,Post123,1,17,Dec-16
User3421,Post123,1,17,Dec-16
User6735,Post123,1,17,Dec-16
User1512,Post123,1,17,Dec-16
User3288,Post123,1,17,Dec-16
User4135,Post123,1,17,Dec-16
User0510,Post207,1,3,Dec-16
User0323,Post207,1,3,Dec-16
User4690,Post207,1,3,Dec-16
User0505,Post472,1,4,Dec-16
User3379,Post472,1,4,Dec-16
User4225,Post472,1,4,Dec-16
User7433,Post472,1,4,Dec-16
User2673,Post472,1,4,Dec-16
User0058,Post472,1,4,Dec-16
User2866,Post472,1,4,Dec-16
User0432,Post472,1,4,Dec-16
User0231,Post472,1,4,Dec-16
User4370,Post472,1,4,Dec-16
User5889,Post587,1,7,Dec-16
User4135,Post587,1,7,Dec-16
User6171,Post015,1,15,Dec-16
User0454,Post015,1,15,Dec-16
User7299,Post015,1,15,Dec-16
User0343,Post015,1,15,Dec-16
User0483,Post015,1,15,Dec-16
User1537,Post015,1,15,Dec-16
User4135,Post015,1,15,Dec-16
User0505,Post015,1,15,Dec-16
User1401,Post015,1,15,Dec-16
User3379,Post015,1,15,Dec-16
User0462,Post015,1,15,Dec-16
